transaction_id,sale_date,product,product_category,customer_id,quantity,unit_price,revenue
TXN01068,2024-03-02,HP Pavilion 15,Laptops,CUST0568,1,749,749
TXN01209,2024-03-02,Google Pixel 8,Smartphones,CUST0382,2,699,1398
TXN01770,2024-03-03,Samsung Galaxy S24,Smartphones,CUST0711,1,899,899
TXN00460,2024-03-03,Bluetooth Headphones,Accessories,CUST0312,1,149,149
TXN00702,2024-03-03,Wireless Mouse,Accessories,CUST0512,1,29,29
TXN01388,2024-03-03,Lenovo ThinkPad,Laptops,CUST0145,3,1099,3297
TXN01497,2024-03-03,"MacBook Pro 14""",Laptops,CUST0121,1,1899,1899
TXN00998,2024-03-03,Laptop Stand,Accessories,CUST0686,1,49,49
TXN00006,2024-03-03,Lenovo ThinkPad,Laptops,CUST0136,5,1099,5495
TXN02142,2024-03-04,Lenovo ThinkPad,Laptops,CUST0678,2,1099,2198
TXN00311,2024-03-04,Bluetooth Headphones,Accessories,CUST0321,2,149,298
TXN00136,2024-03-04,Lenovo ThinkPad,Laptops,CUST0030,2,1099,2198
TXN01120,2024-03-04,iPhone 15 Pro,Smartphones,CUST0684,3,999,2997
TXN00030,2024-03-04,"MacBook Pro 14""",Laptops,CUST0168,1,1899,1899
TXN01889,2024-03-04,OnePlus 12,Smartphones,CUST0114,1,649,649
TXN01697,2024-03-04,Wireless Mouse,Accessories,CUST0504,2,29,58
TXN00737,2024-03-04,Google Pixel 8,Smartphones,CUST0528,1,699,699
TXN00751,2024-03-04,Samsung Galaxy S24,Smartphones,CUST0097,2,899,1798
TXN02211,2024-03-05,iPad Air,Tablets,CUST0152,1,599,599
TXN01567,2024-03-05,Samsung Galaxy S24,Smartphones,CUST0199,1,899,899
TXN01149,2024-03-05,Samsung Galaxy S24,Smartphones,CUST0415,1,899,899
TXN01985,2024-03-05,Laptop Stand,Accessories,CUST0782,1,49,49
TXN01001,2024-03-05,USB-C Cable,Accessories,CUST0758,1,19,19
TXN02117,2024-03-05,Webcam HD,Accessories,CUST0260,2,79,158
TXN01115,2024-03-05,"MacBook Pro 14""",Laptops,CUST0708,1,1899,1899
TXN02020,2024-03-05,OnePlus 12,Smartphones,CUST0021,2,649,1298
TXN00461,2024-03-05,"Samsung 24"" FHD",Monitors,CUST0733,2,179,358
TXN01685,2024-03-05,Samsung Galaxy S24,Smartphones,CUST0471,2,899,1798
TXN01041,2024-03-05,Samsung Galaxy S24,Smartphones,CUST0140,2,899,1798
TXN00749,2024-03-05,Samsung Galaxy S24,Smartphones,CUST0535,1,899,899
TXN02044,2024-03-05,Google Pixel 8,Smartphones,CUST0455,2,699,1398
TXN02195,2024-03-05,Wireless Mouse,Accessories,CUST0013,2,29,58
TXN02286,2024-03-06,"Dell 27"" 4K Monitor",Monitors,CUST0304,2,399,798
TXN01341,2024-03-06,iPhone 15 Pro,Smartphones,CUST0334,2,999,1998
TXN01353,2024-03-06,Dell XPS 13,Laptops,CUST0599,1,1299,1299
TXN00843,2024-03-06,"MacBook Pro 14""",Laptops,CUST0186,1,1899,1899
TXN00354,2024-03-06,USB-C Cable,Accessories,CUST0009,2,19,38
TXN01933,2024-03-06,"Dell 27"" 4K Monitor",Monitors,CUST0040,1,399,399
TXN00915,2024-03-06,HP Pavilion 15,Laptops,CUST0577,5,749,3745
TXN01923,2024-03-07,Samsung Galaxy S24,Smartphones,CUST0731,4,899,3596
TXN01521,2024-03-07,"MacBook Pro 14""",Laptops,CUST0792,1,1899,1899
TXN01313,2024-03-07,Dell XPS 13,Laptops,CUST0302,1,1299,1299
TXN01981,2024-03-07,Microsoft Surface Go,Tablets,CUST0290,1,449,449
TXN01065,2024-03-07,Google Pixel 8,Smartphones,CUST0577,1,699,699
TXN00064,2024-03-07,Google Pixel 8,Smartphones,CUST0069,1,699,699
TXN02199,2024-03-07,Bluetooth Headphones,Accessories,CUST0070,1,149,149
TXN02096,2024-03-08,"Dell 27"" 4K Monitor",Monitors,CUST0286,1,399,399
TXN02094,2024-03-08,Wireless Mouse,Accessories,CUST0176,4,29,116
TXN01829,2024-03-08,Dell XPS 13,Laptops,CUST0799,1,1299,1299
TXN00047,2024-03-08,Samsung Galaxy S24,Smartphones,CUST0310,1,899,899
TXN01017,2024-03-08,"MacBook Pro 14""",Laptops,CUST0500,1,1899,1899
TXN01764,2024-03-08,"Samsung 24"" FHD",Monitors,CUST0439,1,179,179
TXN01783,2024-03-08,"LG UltraWide 34""",Monitors,CUST0156,1,549,549
TXN00620,2024-03-09,"Dell 27"" 4K Monitor",Monitors,CUST0627,1,399,399
TXN00123,2024-03-09,Microsoft Surface Go,Tablets,CUST0028,3,449,1347
TXN02408,2024-03-09,"LG UltraWide 34""",Monitors,CUST0188,1,549,549
TXN01687,2024-03-09,Wireless Mouse,Accessories,CUST0496,1,29,29
TXN01524,2024-03-10,Microsoft Surface Go,Tablets,CUST0363,1,449,449
TXN00116,2024-03-10,"Dell 27"" 4K Monitor",Monitors,CUST0577,1,399,399
TXN00271,2024-03-10,Lenovo ThinkPad,Laptops,CUST0530,3,1099,3297
TXN01166,2024-03-10,Dell XPS 13,Laptops,CUST0304,2,1299,2598
TXN00883,2024-03-10,HP Pavilion 15,Laptops,CUST0178,2,749,1498
TXN01330,2024-03-10,iPhone 15 Pro,Smartphones,CUST0232,2,999,1998
TXN01200,2024-03-10,Google Pixel 8,Smartphones,CUST0437,1,699,699
TXN00422,2024-03-11,Wireless Mouse,Accessories,CUST0270,1,29,29
TXN01461,2024-03-11,iPhone 15 Pro,Smartphones,CUST0044,2,999,1998
TXN00606,2024-03-11,"LG UltraWide 34""",Monitors,CUST0528,2,549,1098
TXN01765,2024-03-11,USB-C Cable,Accessories,CUST0783,4,19,76
TXN01003,2024-03-11,HP Pavilion 15,Laptops,CUST0373,2,749,1498
TXN01182,2024-03-11,"MacBook Pro 14""",Laptops,CUST0261,3,1899,5697
TXN02131,2024-03-12,Wireless Mouse,Accessories,CUST0692,1,29,29
TXN00010,2024-03-12,iPhone 15 Pro,Smartphones,CUST0430,1,999,999
TXN01915,2024-03-12,Google Pixel 8,Smartphones,CUST0563,3,699,2097
TXN02118,2024-03-12,iPhone 15 Pro,Smartphones,CUST0575,3,999,2997
TXN01913,2024-03-12,Wireless Mouse,Accessories,CUST0794,2,29,58
TXN00753,2024-03-12,iPad Air,Tablets,CUST0227,1,599,599
TXN00740,2024-03-13,Dell XPS 13,Laptops,CUST0030,5,1299,6495
TXN00602,2024-03-13,Wireless Mouse,Accessories,CUST0405,3,29,87
TXN00977,2024-03-13,Google Pixel 8,Smartphones,CUST0450,2,699,1398
TXN02130,2024-03-13,"LG UltraWide 34""",Monitors,CUST0684,5,549,2745
TXN00232,2024-03-13,USB-C Cable,Accessories,CUST0179,1,19,19
TXN02493,2024-03-14,Wireless Mouse,Accessories,CUST0039,5,29,145
TXN01682,2024-03-14,OnePlus 12,Smartphones,CUST0421,3,649,1947
TXN01335,2024-03-14,HP Pavilion 15,Laptops,CUST0137,4,749,2996
TXN00233,2024-03-14,Google Pixel 8,Smartphones,CUST0357,2,699,1398
TXN00949,2024-03-14,"MacBook Pro 14""",Laptops,CUST0352,1,1899,1899
TXN02330,2024-03-15,"MacBook Pro 14""",Laptops,CUST0637,2,1899,3798
TXN01387,2024-03-15,Microsoft Surface Go,Tablets,CUST0317,1,449,449
TXN01060,2024-03-15,iPhone 15 Pro,Smartphones,CUST0449,1,999,999
TXN01876,2024-03-15,HP Pavilion 15,Laptops,CUST0118,1,749,749
TXN00490,2024-03-15,iPhone 15 Pro,Smartphones,CUST0192,2,999,1998
TXN00303,2024-03-15,"Samsung 24"" FHD",Monitors,CUST0105,1,179,179
TXN01958,2024-03-15,OnePlus 12,Smartphones,CUST0649,3,649,1947
TXN00042,2024-03-15,Dell XPS 13,Laptops,CUST0302,1,1299,1299
TXN01096,2024-03-16,OnePlus 12,Smartphones,CUST0172,1,649,649
TXN02364,2024-03-16,"LG UltraWide 34""",Monitors,CUST0599,2,549,1098
TXN00810,2024-03-16,Webcam HD,Accessories,CUST0587,2,79,158
TXN00118,2024-03-16,USB-C Cable,Accessories,CUST0009,1,19,19
TXN00149,2024-03-16,iPhone 15 Pro,Smartphones,CUST0145,1,999,999
TXN01034,2024-03-16,USB-C Cable,Accessories,CUST0579,1,19,19
TXN00925,2024-03-16,HP Pavilion 15,Laptops,CUST0342,2,749,1498
TXN01550,2024-03-17,OnePlus 12,Smartphones,CUST0217,1,649,649
TXN00532,2024-03-17,Dell XPS 13,Laptops,CUST0059,1,1299,1299
TXN02226,2024-03-17,OnePlus 12,Smartphones,CUST0443,1,649,649
TXN00027,2024-03-17,"MacBook Pro 14""",Laptops,CUST0142,2,1899,3798
TXN00785,2024-03-17,iPad Air,Tablets,CUST0507,2,599,1198
TXN02279,2024-03-17,iPhone 15 Pro,Smartphones,CUST0376,1,999,999
TXN01555,2024-03-17,iPhone 15 Pro,Smartphones,CUST0404,1,999,999
TXN01562,2024-03-17,Samsung Galaxy S24,Smartphones,CUST0039,5,899,4495
TXN02428,2024-03-17,Bluetooth Headphones,Accessories,CUST0346,2,149,298
TXN02133,2024-03-17,Dell XPS 13,Laptops,CUST0695,1,1299,1299
TXN01290,2024-03-17,OnePlus 12,Smartphones,CUST0613,1,649,649
TXN01156,2024-03-17,Laptop Stand,Accessories,CUST0211,3,49,147
TXN01874,2024-03-17,iPhone 15 Pro,Smartphones,CUST0557,3,999,2997
TXN00822,2024-03-17,Samsung Galaxy S24,Smartphones,CUST0759,1,899,899
TXN01000,2024-03-17,Google Pixel 8,Smartphones,CUST0265,4,699,2796
TXN01533,2024-03-18,iPhone 15 Pro,Smartphones,CUST0308,1,999,999
TXN02066,2024-03-18,Webcam HD,Accessories,CUST0155,3,79,237
TXN01539,2024-03-18,Wireless Mouse,Accessories,CUST0452,2,29,58
TXN00031,2024-03-18,Dell XPS 13,Laptops,CUST0566,1,1299,1299
TXN00911,2024-03-18,Wireless Mouse,Accessories,CUST0647,1,29,29
TXN00133,2024-03-18,HP Pavilion 15,Laptops,CUST0190,1,749,749
TXN02496,2024-03-19,"Samsung 24"" FHD",Monitors,CUST0484,1,179,179
TXN00003,2024-03-19,Dell XPS 13,Laptops,CUST0262,1,1299,1299
TXN01778,2024-03-19,Microsoft Surface Go,Tablets,CUST0413,2,449,898
TXN01959,2024-03-19,Google Pixel 8,Smartphones,CUST0029,2,699,1398
TXN01830,2024-03-19,USB-C Cable,Accessories,CUST0259,2,19,38
TXN00569,2024-03-19,"LG UltraWide 34""",Monitors,CUST0506,3,549,1647
TXN02204,2024-03-20,iPhone 15 Pro,Smartphones,CUST0257,1,999,999
TXN01936,2024-03-20,Samsung Galaxy S24,Smartphones,CUST0418,1,899,899
TXN02418,2024-03-20,Google Pixel 8,Smartphones,CUST0360,1,699,699
TXN00533,2024-03-20,Samsung Galaxy S24,Smartphones,CUST0021,3,899,2697
TXN00895,2024-03-20,iPhone 15 Pro,Smartphones,CUST0559,1,999,999
TXN00607,2024-03-21,Bluetooth Headphones,Accessories,CUST0398,2,149,298
TXN00903,2024-03-21,OnePlus 12,Smartphones,CUST0341,1,649,649
TXN01413,2024-03-21,OnePlus 12,Smartphones,CUST0310,1,649,649
TXN00913,2024-03-21,"LG UltraWide 34""",Monitors,CUST0684,3,549,1647
TXN01745,2024-03-21,Samsung Tab S9,Tablets,CUST0037,1,549,549
TXN00380,2024-03-21,Wireless Mouse,Accessories,CUST0625,1,29,29
TXN01566,2024-03-21,iPad Air,Tablets,CUST0365,1,599,599
TXN01186,2024-03-21,Samsung Galaxy S24,Smartphones,CUST0430,1,899,899
TXN02319,2024-03-21,OnePlus 12,Smartphones,CUST0356,1,649,649
TXN01317,2024-03-21,OnePlus 12,Smartphones,CUST0701,5,649,3245
TXN01671,2024-03-21,Webcam HD,Accessories,CUST0695,1,79,79
TXN00801,2024-03-21,Lenovo ThinkPad,Laptops,CUST0554,1,1099,1099
TXN01057,2024-03-22,iPad Air,Tablets,CUST0382,1,599,599
TXN00435,2024-03-22,Dell XPS 13,Laptops,CUST0010,1,1299,1299
TXN02248,2024-03-22,HP Pavilion 15,Laptops,CUST0600,1,749,749
TXN00797,2024-03-22,iPhone 15 Pro,Smartphones,CUST0331,1,999,999
TXN02201,2024-03-22,OnePlus 12,Smartphones,CUST0376,3,649,1947
TXN00372,2024-03-22,Microsoft Surface Go,Tablets,CUST0059,3,449,1347
TXN01646,2024-03-23,Dell XPS 13,Laptops,CUST0542,1,1299,1299
TXN01632,2024-03-23,Wireless Mouse,Accessories,CUST0173,1,29,29
TXN01982,2024-03-23,Dell XPS 13,Laptops,CUST0739,1,1299,1299
TXN00841,2024-03-23,Samsung Galaxy S24,Smartphones,CUST0799,1,899,899
TXN00912,2024-03-23,Samsung Tab S9,Tablets,CUST0147,1,549,549
TXN00962,2024-03-23,"MacBook Pro 14""",Laptops,CUST0583,1,1899,1899
TXN01800,2024-03-23,iPhone 15 Pro,Smartphones,CUST0424,1,999,999
TXN02251,2024-03-23,Webcam HD,Accessories,CUST0704,1,79,79
TXN00566,2024-03-23,"MacBook Pro 14""",Laptops,CUST0194,1,1899,1899
TXN00839,2024-03-23,Lenovo ThinkPad,Laptops,CUST0184,1,1099,1099
TXN00548,2024-03-23,"MacBook Pro 14""",Laptops,CUST0316,3,1899,5697
TXN01522,2024-03-24,Samsung Tab S9,Tablets,CUST0263,1,549,549
TXN00978,2024-03-24,Bluetooth Headphones,Accessories,CUST0219,2,149,298
TXN00374,2024-03-24,HP Pavilion 15,Laptops,CUST0753,3,749,2247
TXN01787,2024-03-24,"MacBook Pro 14""",Laptops,CUST0351,1,1899,1899
TXN00527,2024-03-24,Wireless Mouse,Accessories,CUST0470,2,29,58
TXN02371,2024-03-24,Webcam HD,Accessories,CUST0428,3,79,237
TXN00138,2024-03-24,Bluetooth Headphones,Accessories,CUST0038,3,149,447
TXN02375,2024-03-24,Webcam HD,Accessories,CUST0216,1,79,79
TXN02481,2024-03-24,Google Pixel 8,Smartphones,CUST0486,1,699,699
TXN00091,2024-03-24,"MacBook Pro 14""",Laptops,CUST0446,1,1899,1899
TXN02156,2024-03-24,Samsung Galaxy S24,Smartphones,CUST0727,1,899,899
TXN00392,2024-03-24,Bluetooth Headphones,Accessories,CUST0757,1,149,149
TXN01559,2024-03-24,iPad Air,Tablets,CUST0342,2,599,1198
TXN02360,2024-03-24,OnePlus 12,Smartphones,CUST0460,2,649,1298
TXN00796,2024-03-25,HP Pavilion 15,Laptops,CUST0092,1,749,749
TXN01840,2024-03-25,Bluetooth Headphones,Accessories,CUST0423,3,149,447
TXN00036,2024-03-25,Google Pixel 8,Smartphones,CUST0673,1,699,699
TXN01832,2024-03-25,iPhone 15 Pro,Smartphones,CUST0149,1,999,999
TXN01604,2024-03-25,Wireless Mouse,Accessories,CUST0203,1,29,29
TXN02298,2024-03-25,OnePlus 12,Smartphones,CUST0181,1,649,649
TXN00043,2024-03-25,Samsung Galaxy S24,Smartphones,CUST0696,1,899,899
TXN00889,2024-03-25,iPhone 15 Pro,Smartphones,CUST0500,1,999,999
TXN01506,2024-03-25,OnePlus 12,Smartphones,CUST0698,1,649,649
TXN01196,2024-03-26,"LG UltraWide 34""",Monitors,CUST0396,1,549,549
TXN02072,2024-03-26,"LG UltraWide 34""",Monitors,CUST0494,1,549,549
TXN02386,2024-03-26,USB-C Cable,Accessories,CUST0179,2,19,38
TXN00683,2024-03-26,Wireless Mouse,Accessories,CUST0172,2,29,58
TXN00693,2024-03-26,OnePlus 12,Smartphones,CUST0158,4,649,2596
TXN02338,2024-03-26,OnePlus 12,Smartphones,CUST0205,2,649,1298
TXN00579,2024-03-26,USB-C Cable,Accessories,CUST0117,1,19,19
TXN01355,2024-03-27,USB-C Cable,Accessories,CUST0520,2,19,38
TXN02236,2024-03-27,OnePlus 12,Smartphones,CUST0717,2,649,1298
TXN02129,2024-03-27,"Samsung 24"" FHD",Monitors,CUST0255,2,179,358
TXN02333,2024-03-27,HP Pavilion 15,Laptops,CUST0052,1,749,749
TXN01730,2024-03-27,Webcam HD,Accessories,CUST0262,1,79,79
TXN00900,2024-03-27,Lenovo ThinkPad,Laptops,CUST0372,1,1099,1099
TXN02458,2024-03-28,Microsoft Surface Go,Tablets,CUST0294,2,449,898
TXN02060,2024-03-28,OnePlus 12,Smartphones,CUST0051,2,649,1298
TXN02435,2024-03-28,Google Pixel 8,Smartphones,CUST0482,2,699,1398
TXN01264,2024-03-28,Google Pixel 8,Smartphones,CUST0305,1,699,699
TXN01053,2024-04-01,"MacBook Pro 14""",Laptops,CUST0533,2,1899,3798
TXN00917,2024-04-01,Laptop Stand,Accessories,CUST0723,2,49,98
TXN01785,2024-04-01,Samsung Galaxy S24,Smartphones,CUST0090,1,899,899
TXN01378,2024-04-01,HP Pavilion 15,Laptops,CUST0059,1,749,749
TXN01816,2024-04-01,"Dell 27"" 4K Monitor",Monitors,CUST0111,1,399,399
TXN01394,2024-04-01,OnePlus 12,Smartphones,CUST0155,1,649,649
TXN01919,2024-04-01,iPhone 15 Pro,Smartphones,CUST0643,1,999,999
TXN00120,2024-04-01,HP Pavilion 15,Laptops,CUST0710,1,749,749
TXN02262,2024-04-02,Wireless Mouse,Accessories,CUST0476,3,29,87
TXN01955,2024-04-02,OnePlus 12,Smartphones,CUST0664,4,649,2596
TXN00096,2024-04-02,"MacBook Pro 14""",Laptops,CUST0407,1,1899,1899
TXN00896,2024-04-02,Samsung Tab S9,Tablets,CUST0151,1,549,549
TXN00770,2024-04-02,Google Pixel 8,Smartphones,CUST0106,1,699,699
TXN00150,2024-04-03,iPhone 15 Pro,Smartphones,CUST0499,1,999,999
TXN01270,2024-04-03,Samsung Tab S9,Tablets,CUST0295,1,549,549
TXN01797,2024-04-03,Samsung Tab S9,Tablets,CUST0292,2,549,1098
TXN01385,2024-04-03,Dell XPS 13,Laptops,CUST0112,4,1299,5196
TXN01093,2024-04-03,Laptop Stand,Accessories,CUST0305,1,49,49
TXN00780,2024-04-03,HP Pavilion 15,Laptops,CUST0331,2,749,1498
TXN01513,2024-04-03,"Samsung 24"" FHD",Monitors,CUST0446,1,179,179
TXN00617,2024-04-03,Google Pixel 8,Smartphones,CUST0129,1,699,699
TXN00974,2024-04-04,Samsung Galaxy S24,Smartphones,CUST0053,2,899,1798
TXN01157,2024-04-04,Microsoft Surface Go,Tablets,CUST0367,2,449,898
TXN00610,2024-04-04,USB-C Cable,Accessories,CUST0263,4,19,76
TXN00957,2024-04-04,OnePlus 12,Smartphones,CUST0005,3,649,1947
TXN01645,2024-04-04,OnePlus 12,Smartphones,CUST0332,1,649,649
TXN01595,2024-04-05,"LG UltraWide 34""",Monitors,CUST0250,2,549,1098
TXN00576,2024-04-05,iPad Air,Tablets,CUST0483,1,599,599
TXN00678,2024-04-05,Webcam HD,Accessories,CUST0018,2,79,158
TXN02137,2024-04-06,Lenovo ThinkPad,Laptops,CUST0213,1,1099,1099
TXN01626,2024-04-06,Google Pixel 8,Smartphones,CUST0351,1,699,699
TXN01848,2024-04-06,iPhone 15 Pro,Smartphones,CUST0537,1,999,999
TXN02351,2024-04-06,iPhone 15 Pro,Smartphones,CUST0515,3,999,2997
TXN00295,2024-04-06,"MacBook Pro 14""",Laptops,CUST0463,1,1899,1899
TXN00143,2024-04-06,OnePlus 12,Smartphones,CUST0180,3,649,1947
TXN01608,2024-04-07,iPad Air,Tablets,CUST0169,2,599,1198
TXN01007,2024-04-07,iPad Air,Tablets,CUST0023,5,599,2995
TXN00736,2024-04-07,USB-C Cable,Accessories,CUST0783,1,19,19
TXN00746,2024-04-07,Samsung Galaxy S24,Smartphones,CUST0177,2,899,1798
TXN00397,2024-04-07,"MacBook Pro 14""",Laptops,CUST0217,1,1899,1899
TXN02087,2024-04-07,Samsung Galaxy S24,Smartphones,CUST0753,1,899,899
TXN00239,2024-04-07,Samsung Galaxy S24,Smartphones,CUST0726,3,899,2697
TXN01443,2024-04-07,HP Pavilion 15,Laptops,CUST0117,2,749,1498
TXN01162,2024-04-08,"MacBook Pro 14""",Laptops,CUST0713,1,1899,1899
TXN02457,2024-04-08,Google Pixel 8,Smartphones,CUST0398,1,699,699
TXN00278,2024-04-08,HP Pavilion 15,Laptops,CUST0264,2,749,1498
TXN00028,2024-04-08,Wireless Mouse,Accessories,CUST0073,3,29,87
TXN00585,2024-04-08,iPhone 15 Pro,Smartphones,CUST0307,2,999,1998
TXN00502,2024-04-08,Lenovo ThinkPad,Laptops,CUST0761,1,1099,1099
TXN01023,2024-04-08,Dell XPS 13,Laptops,CUST0575,4,1299,5196
TXN01593,2024-04-08,iPad Air,Tablets,CUST0649,1,599,599
TXN01131,2024-04-08,OnePlus 12,Smartphones,CUST0271,1,649,649
TXN01333,2024-04-08,iPad Air,Tablets,CUST0320,1,599,599
TXN00987,2024-04-09,"MacBook Pro 14""",Laptops,CUST0782,2,1899,3798
TXN01815,2024-04-09,OnePlus 12,Smartphones,CUST0016,1,649,649
TXN00708,2024-04-09,Laptop Stand,Accessories,CUST0169,1,49,49
TXN01967,2024-04-09,Lenovo ThinkPad,Laptops,CUST0113,2,1099,2198
TXN01415,2024-04-09,"Samsung 24"" FHD",Monitors,CUST0705,1,179,179
TXN00795,2024-04-09,iPad Air,Tablets,CUST0212,1,599,599
TXN02224,2024-04-09,Bluetooth Headphones,Accessories,CUST0279,1,149,149
TXN01465,2024-04-09,iPad Air,Tablets,CUST0394,1,599,599
TXN02422,2024-04-10,"MacBook Pro 14""",Laptops,CUST0030,2,1899,3798
TXN01939,2024-04-10,"Dell 27"" 4K Monitor",Monitors,CUST0350,1,399,399
TXN00183,2024-04-10,iPhone 15 Pro,Smartphones,CUST0690,1,999,999
TXN02469,2024-04-10,OnePlus 12,Smartphones,CUST0066,3,649,1947
TXN01454,2024-04-10,Laptop Stand,Accessories,CUST0654,1,49,49
TXN01295,2024-04-10,Wireless Mouse,Accessories,CUST0239,1,29,29
TXN01110,2024-04-10,Bluetooth Headphones,Accessories,CUST0207,1,149,149
TXN01868,2024-04-10,Laptop Stand,Accessories,CUST0702,1,49,49
TXN00591,2024-04-11,HP Pavilion 15,Laptops,CUST0537,1,749,749
TXN01557,2024-04-11,Webcam HD,Accessories,CUST0576,1,79,79
TXN02345,2024-04-11,iPad Air,Tablets,CUST0605,2,599,1198
TXN02354,2024-04-11,Webcam HD,Accessories,CUST0389,2,79,158
TXN01792,2024-04-11,HP Pavilion 15,Laptops,CUST0383,1,749,749
TXN01914,2024-04-11,Samsung Galaxy S24,Smartphones,CUST0614,3,899,2697
TXN01430,2024-04-12,OnePlus 12,Smartphones,CUST0314,2,649,1298
TXN00862,2024-04-12,OnePlus 12,Smartphones,CUST0313,1,649,649
TXN01426,2024-04-12,Google Pixel 8,Smartphones,CUST0475,2,699,1398
TXN00187,2024-04-12,Wireless Mouse,Accessories,CUST0351,2,29,58
TXN01741,2024-04-12,Lenovo ThinkPad,Laptops,CUST0624,1,1099,1099
TXN00804,2024-04-13,Google Pixel 8,Smartphones,CUST0530,1,699,699
TXN00837,2024-04-13,Bluetooth Headphones,Accessories,CUST0095,1,149,149
TXN00407,2024-04-13,Wireless Mouse,Accessories,CUST0062,3,29,87
TXN00319,2024-04-13,HP Pavilion 15,Laptops,CUST0553,1,749,749
TXN00341,2024-04-13,Google Pixel 8,Smartphones,CUST0522,1,699,699
TXN00868,2024-04-14,"Samsung 24"" FHD",Monitors,CUST0191,1,179,179
TXN00550,2024-04-14,USB-C Cable,Accessories,CUST0625,2,19,38
TXN00462,2024-04-14,Webcam HD,Accessories,CUST0104,2,79,158
TXN00562,2024-04-14,iPad Air,Tablets,CUST0243,3,599,1797
TXN01069,2024-04-14,Wireless Mouse,Accessories,CUST0331,2,29,58
TXN01417,2024-04-14,"Dell 27"" 4K Monitor",Monitors,CUST0772,1,399,399
TXN02219,2024-04-14,"MacBook Pro 14""",Laptops,CUST0148,1,1899,1899
TXN01419,2024-04-14,Samsung Galaxy S24,Smartphones,CUST0591,1,899,899
TXN01271,2024-04-14,Bluetooth Headphones,Accessories,CUST0383,2,149,298
TXN01004,2024-04-14,Samsung Galaxy S24,Smartphones,CUST0488,1,899,899
TXN00616,2024-04-15,Wireless Mouse,Accessories,CUST0360,1,29,29
TXN00516,2024-04-15,Google Pixel 8,Smartphones,CUST0300,1,699,699
TXN01309,2024-04-15,Wireless Mouse,Accessories,CUST0519,2,29,58
TXN02166,2024-04-15,Dell XPS 13,Laptops,CUST0530,1,1299,1299
TXN02322,2024-04-15,Microsoft Surface Go,Tablets,CUST0365,2,449,898
TXN01404,2024-04-16,Laptop Stand,Accessories,CUST0691,1,49,49
TXN01477,2024-04-16,Laptop Stand,Accessories,CUST0766,1,49,49
TXN00647,2024-04-16,Samsung Galaxy S24,Smartphones,CUST0278,2,899,1798
TXN01920,2024-04-16,Google Pixel 8,Smartphones,CUST0509,1,699,699
TXN01272,2024-04-16,Bluetooth Headphones,Accessories,CUST0158,1,149,149
TXN02383,2024-04-16,Lenovo ThinkPad,Laptops,CUST0447,2,1099,2198
TXN00946,2024-04-17,Samsung Tab S9,Tablets,CUST0530,1,549,549
TXN01651,2024-04-17,"LG UltraWide 34""",Monitors,CUST0278,1,549,549
TXN01467,2024-04-17,iPhone 15 Pro,Smartphones,CUST0790,1,999,999
TXN01451,2024-04-17,Google Pixel 8,Smartphones,CUST0652,2,699,1398
TXN02217,2024-04-17,iPhone 15 Pro,Smartphones,CUST0542,1,999,999
TXN01714,2024-04-17,iPad Air,Tablets,CUST0468,3,599,1797
TXN00252,2024-04-17,"MacBook Pro 14""",Laptops,CUST0610,1,1899,1899
TXN00594,2024-04-17,Wireless Mouse,Accessories,CUST0059,1,29,29
TXN01252,2024-04-17,"Samsung 24"" FHD",Monitors,CUST0512,2,179,358
TXN01135,2024-04-17,Dell XPS 13,Laptops,CUST0503,2,1299,2598
TXN01929,2024-04-18,Webcam HD,Accessories,CUST0246,2,79,158
TXN00677,2024-04-18,Google Pixel 8,Smartphones,CUST0499,1,699,699
TXN00255,2024-04-19,iPad Air,Tablets,CUST0334,2,599,1198
TXN00861,2024-04-19,USB-C Cable,Accessories,CUST0211,1,19,19
TXN01850,2024-04-19,Wireless Mouse,Accessories,CUST0664,2,29,58
TXN02183,2024-04-19,Microsoft Surface Go,Tablets,CUST0633,1,449,449
TXN00543,2024-04-19,Samsung Galaxy S24,Smartphones,CUST0106,1,899,899
TXN01226,2024-04-20,Samsung Galaxy S24,Smartphones,CUST0403,1,899,899
TXN01100,2024-04-20,Wireless Mouse,Accessories,CUST0391,1,29,29
TXN01809,2024-04-20,Samsung Galaxy S24,Smartphones,CUST0587,2,899,1798
TXN01980,2024-04-20,"Samsung 24"" FHD",Monitors,CUST0098,1,179,179
TXN00969,2024-04-20,Webcam HD,Accessories,CUST0357,1,79,79
TXN01371,2024-04-20,Google Pixel 8,Smartphones,CUST0031,2,699,1398
TXN01172,2024-04-20,Wireless Mouse,Accessories,CUST0740,1,29,29
TXN02346,2024-04-21,HP Pavilion 15,Laptops,CUST0427,1,749,749
TXN00317,2024-04-21,Microsoft Surface Go,Tablets,CUST0028,1,449,449
TXN00158,2024-04-21,Bluetooth Headphones,Accessories,CUST0496,1,149,149
TXN01114,2024-04-21,OnePlus 12,Smartphones,CUST0301,1,649,649
TXN00137,2024-04-21,Laptop Stand,Accessories,CUST0725,1,49,49
TXN01511,2024-04-21,OnePlus 12,Smartphones,CUST0297,1,649,649
TXN00201,2024-04-22,Wireless Mouse,Accessories,CUST0142,1,29,29
TXN00888,2024-04-22,HP Pavilion 15,Laptops,CUST0254,2,749,1498
TXN02059,2024-04-22,iPad Air,Tablets,CUST0171,2,599,1198
TXN00070,2024-04-22,Samsung Tab S9,Tablets,CUST0013,2,549,1098
